runnerId,runTime,latitude,longitude,altitude,distance,heartRate,speed
123,1884,61.51066499,23.77765585,111.1999969,6714.310059,181,3.601999998
123,1885,61.5106235,23.77766515,111.4000015,6718.839844,180,3.630000114
123,1886,61.51058905,23.77768267,111.4000015,6722.75,181,3.648000002
123,1887,61.51055594,23.77770941,111.8000031,6726.689941,181,3.676000118
123,1888,61.510523,23.77773455,111.5999985,6730.580078,181,3.694999933
123,1889,61.5104914,23.77775928,111.5999985,6734.339844,182,3.713999987
123,1890,61.51045896,23.77777965,111.8000031,6738.080078,180,3.72300005
123,1891,61.51042837,23.77779608,111.5999985,6741.589844,180,3.742000103
123,1892,61.5103945,23.77781854,111.5999985,6745.52002,180,3.750999928
123,1893,61.510365,23.77783975,111.8000031,6748.970215,181,3.75999999
123,1894,61.51033491,23.77785291,112,6752.359863,181,3.769999981
123,1895,61.51030616,23.77786196,112,6755.529785,182,3.779000044
123,1896,61.5102728,23.77786732,112.4000015,6759.22998,181,3.779000044
123,1897,61.51024078,23.77787453,112.4000015,6762.819824,181,3.779000044
123,1898,61.51020893,23.7778752,112.5999985,6766.359863,181,3.779000044
123,1899,61.51017942,23.77788124,112.5999985,6769.660156,181,3.779000044
123,1900,61.51014891,23.77788585,112.4000015,6773.060059,180,3.779000044
123,1901,61.51011882,23.77789574,112.5999985,6776.450195,181,3.779000044
123,1902,61.51008873,23.7779068,112.4000015,6779.859863,181,3.779000044
123,1903,61.51005319,23.77791435,112.8000031,6783.830078,181,3.769999981
123,1904,61.51001958,23.77792549,112.8000031,6787.609863,181,3.769999981
123,1905,61.50998622,23.77793656,112.8000031,6791.370117,181,3.75999999
123,1906,61.50995085,23.7779441,112.8000031,6795.339844,181,3.75999999
123,1907,61.50991565,23.7779467,113,6799.259766,182,3.75999999
123,1908,61.50988053,23.77795265,113.1999969,6803.180176,181,3.750999928
123,1909,61.50984423,23.77796304,113.4000015,6807.259766,181,3.750999928
123,1910,61.50981154,23.77797453,113.4000015,6810.959961,181,3.750999928
123,1911,61.50977961,23.77797754,113.5999985,6814.52002,182,3.750999928
123,1912,61.50974834,23.77798249,113.8000031,6818.009766,182,3.750999928
123,1913,61.50971708,23.77798861,114,6821.509766,182,3.750999928
123,1914,61.50968389,23.7779897,114.1999969,6825.200195,181,3.750999928
123,1915,61.50965329,23.77798266,114.4000015,6828.620117,183,3.750999928
123,1916,61.50962144,23.77797469,114.5999985,6832.180176,182,3.742000103
123,1917,61.50958967,23.77796506,114.5999985,6835.75,182,3.742000103
123,1918,61.50955707,23.77795458,114.8000031,6839.410156,182,3.742000103
123,1919,61.50952379,23.77793672,115,6843.209961,182,3.732000113
123,1920,61.50949295,23.77791862,114.8000031,6846.75,182,3.732000113
123,1921,61.50946068,23.77790605,115.1999969,6850.390137,183,3.732000113
123,1922,61.50942841,23.77789062,115.4000015,6854.080078,183,3.732000113
